form_id,skill_slot,skill_id,skill_name_kr,skill_role,category,axis_primary,axis_secondary,delta_pattern,base_power,pp,affected_axis_count,purity_level,mechanic_link,mechanic_params,route_function,upgrade_rule,temperature_delta,brightness_delta,smell_delta,humidity_delta,sound_delta,design_note
spore_fox,3,spore_fox__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,brightness,check,2,3,2,1,prep_then_burst,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,2,0,0,거친 다축형 / 준비 후 폭발 메커닉 반영
spore_fox_d1_0,1,spore_fox_d1_0__s1,향 정제,capture_core,stimulate,smell,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-2,5,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
spore_fox_d1_0,2,spore_fox_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,sound,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
spore_fox_d1_0,3,spore_fox_d1_0__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,brightness,check,3,3,2,2,prep_then_burst,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,3,0,0,불필요한 축 일부 제거 / 준비 후 폭발 메커닉 반영
spore_fox_d1_1,1,spore_fox_d1_1__s1,향 정제,capture_core,stimulate,smell,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-2,5,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
spore_fox_d1_1,2,spore_fox_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,sound,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
spore_fox_d1_1,3,spore_fox_d1_1__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,brightness,check,3,3,2,2,prep_then_burst,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,3,0,0,불필요한 축 일부 제거 / 준비 후 폭발 메커닉 반영
spore_fox_d2_0,1,spore_fox_d2_0__s1,향 정제,capture_core,stimulate,smell,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
spore_fox_d2_0,2,spore_fox_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,lower,1,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
spore_fox_d2_0,3,spore_fox_d2_0__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,,check,3,2,1,3,prep_then_burst,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,3,0,0,핵심축만 남긴 정제형 / 준비 후 폭발 메커닉 반영
spore_fox_d2_1,1,spore_fox_d2_1__s1,향 정제,capture_core,stimulate,smell,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
spore_fox_d2_1,2,spore_fox_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,lower,1,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
spore_fox_d2_1,3,spore_fox_d2_1__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,,check,3,2,1,3,prep_then_burst,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,3,0,0,핵심축만 남긴 정제형 / 준비 후 폭발 메커닉 반영
spore_fox_d2_2,1,spore_fox_d2_2__s1,향 정제,capture_core,stimulate,smell,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
spore_fox_d2_2,2,spore_fox_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,lower,1,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
spore_fox_d2_2,3,spore_fox_d2_2__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,,check,3,2,1,3,prep_then_burst,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,3,0,0,핵심축만 남긴 정제형 / 준비 후 폭발 메커닉 반영
spore_fox_d2_3,1,spore_fox_d2_3__s1,향 정제,capture_core,stimulate,smell,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
spore_fox_d2_3,2,spore_fox_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,lower,1,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
spore_fox_d2_3,3,spore_fox_d2_3__s3,준비 후 폭발 운용,mechanic_core,hybrid,smell,,check,3,2,1,3,prep_then_burst,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,3,0,0,핵심축만 남긴 정제형 / 준비 후 폭발 메커닉 반영
iron_boar,1,iron_boar__s1,향 절삭,capture_core,stimulate,smell,temperature|brightness|sound,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,1,-1,-3,0,1,거친 다축형 / 현재 포획 핵심축 대응
iron_boar,2,iron_boar__s2,온기 유도,route_bridge,hybrid,temperature,humidity|brightness,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,1,0,-1,0,거친 다축형 / 다음 루트 연결축 준비
iron_boar,3,iron_boar__s3,초반 봉인 운용,mechanic_core,hybrid,smell,temperature,check,3,3,2,1,opening_lock,"[2, 3]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,-2,0,0,거친 다축형 / 초반 봉인 메커닉 반영
iron_boar_d1_0,1,iron_boar_d1_0__s1,향 절삭,capture_core,stimulate,smell,temperature|brightness,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,2,-2,-5,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
iron_boar_d1_0,2,iron_boar_d1_0__s2,온기 유도,route_bridge,hybrid,temperature,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,0,0,-2,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
iron_boar_d1_0,3,iron_boar_d1_0__s3,초반 봉인 운용,mechanic_core,hybrid,smell,temperature,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,-3,0,0,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
iron_boar_d1_1,1,iron_boar_d1_1__s1,향 절삭,capture_core,stimulate,smell,temperature|brightness,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,2,-2,-5,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
iron_boar_d1_1,2,iron_boar_d1_1__s2,온기 유도,route_bridge,hybrid,temperature,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,0,0,-2,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
iron_boar_d1_1,3,iron_boar_d1_1__s3,초반 봉인 운용,mechanic_core,hybrid,smell,temperature,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,-3,0,0,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
iron_boar_d1_2,1,iron_boar_d1_2__s1,향 절삭,capture_core,stimulate,smell,temperature|brightness,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,2,-2,-5,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
iron_boar_d1_2,2,iron_boar_d1_2__s2,온기 유도,route_bridge,hybrid,temperature,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,0,0,-2,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
iron_boar_d1_2,3,iron_boar_d1_2__s3,초반 봉인 운용,mechanic_core,hybrid,smell,temperature,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,-3,0,0,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
iron_boar_d1_3,1,iron_boar_d1_3__s1,향 절삭,capture_core,stimulate,smell,temperature|brightness,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,2,-2,-5,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
iron_boar_d1_3,2,iron_boar_d1_3__s2,온기 유도,route_bridge,hybrid,temperature,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,1,0,0,-2,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
iron_boar_d1_3,3,iron_boar_d1_3__s3,초반 봉인 운용,mechanic_core,hybrid,smell,temperature,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,-3,0,0,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
iron_boar_d2_0,1,iron_boar_d2_0__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_0,2,iron_boar_d2_0__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_0,3,iron_boar_d2_0__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_1,1,iron_boar_d2_1__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_1,2,iron_boar_d2_1__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_1,3,iron_boar_d2_1__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_2,1,iron_boar_d2_2__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_2,2,iron_boar_d2_2__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_2,3,iron_boar_d2_2__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_3,1,iron_boar_d2_3__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_3,2,iron_boar_d2_3__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_3,3,iron_boar_d2_3__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_4,1,iron_boar_d2_4__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_4,2,iron_boar_d2_4__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_4,3,iron_boar_d2_4__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_5,1,iron_boar_d2_5__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_5,2,iron_boar_d2_5__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_5,3,iron_boar_d2_5__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_6,1,iron_boar_d2_6__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_6,2,iron_boar_d2_6__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_6,3,iron_boar_d2_6__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
iron_boar_d2_7,1,iron_boar_d2_7__s1,향 절삭,capture_core,stimulate,smell,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,-5,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
iron_boar_d2_7,2,iron_boar_d2_7__s2,온기 유도,route_bridge,hybrid,temperature,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,3,0,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
iron_boar_d2_7,3,iron_boar_d2_7__s3,초반 봉인 운용,mechanic_core,hybrid,smell,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,-3,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise,1,stone_tortoise__s1,빛 절삭,capture_core,stimulate,brightness,sound|humidity|temperature,raise,3,5,3,1,,,current_capture,main axis focus strengthens as the form devolves,0,-3,0,1,-2,거친 다축형 / 현재 포획 핵심축 대응
stone_tortoise,2,stone_tortoise__s2,울림 유도,route_bridge,hybrid,sound,smell|temperature,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-1,0,1,거친 다축형 / 다음 루트 연결축 준비
stone_tortoise,3,stone_tortoise__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,sound,check,3,3,2,1,opening_lock,"[2, 3]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,0,0,-1,거친 다축형 / 초반 봉인 메커닉 반영
stone_tortoise_d1_0,1,stone_tortoise_d1_0__s1,빛 절삭,capture_core,stimulate,brightness,sound|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stone_tortoise_d1_0,2,stone_tortoise_d1_0__s2,울림 유도,route_bridge,hybrid,sound,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stone_tortoise_d1_0,3,stone_tortoise_d1_0__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,sound,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,-2,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
stone_tortoise_d1_1,1,stone_tortoise_d1_1__s1,빛 절삭,capture_core,stimulate,brightness,sound|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stone_tortoise_d1_1,2,stone_tortoise_d1_1__s2,울림 유도,route_bridge,hybrid,sound,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stone_tortoise_d1_1,3,stone_tortoise_d1_1__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,sound,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,-2,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
stone_tortoise_d1_2,1,stone_tortoise_d1_2__s1,빛 절삭,capture_core,stimulate,brightness,sound|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stone_tortoise_d1_2,2,stone_tortoise_d1_2__s2,울림 유도,route_bridge,hybrid,sound,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stone_tortoise_d1_2,3,stone_tortoise_d1_2__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,sound,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,-2,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
stone_tortoise_d1_3,1,stone_tortoise_d1_3__s1,빛 절삭,capture_core,stimulate,brightness,sound|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stone_tortoise_d1_3,2,stone_tortoise_d1_3__s2,울림 유도,route_bridge,hybrid,sound,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stone_tortoise_d1_3,3,stone_tortoise_d1_3__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,sound,check,4,3,2,2,opening_lock,"[3, 4]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,-2,불필요한 축 일부 제거 / 초반 봉인 메커닉 반영
stone_tortoise_d2_0,1,stone_tortoise_d2_0__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_0,2,stone_tortoise_d2_0__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_0,3,stone_tortoise_d2_0__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_1,1,stone_tortoise_d2_1__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_1,2,stone_tortoise_d2_1__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_1,3,stone_tortoise_d2_1__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_2,1,stone_tortoise_d2_2__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_2,2,stone_tortoise_d2_2__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_2,3,stone_tortoise_d2_2__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_3,1,stone_tortoise_d2_3__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_3,2,stone_tortoise_d2_3__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_3,3,stone_tortoise_d2_3__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_4,1,stone_tortoise_d2_4__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_4,2,stone_tortoise_d2_4__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_4,3,stone_tortoise_d2_4__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_5,1,stone_tortoise_d2_5__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_5,2,stone_tortoise_d2_5__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_5,3,stone_tortoise_d2_5__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_6,1,stone_tortoise_d2_6__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_6,2,stone_tortoise_d2_6__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_6,3,stone_tortoise_d2_6__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
stone_tortoise_d2_7,1,stone_tortoise_d2_7__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stone_tortoise_d2_7,2,stone_tortoise_d2_7__s2,울림 유도,route_bridge,hybrid,sound,,lower,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,3,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stone_tortoise_d2_7,3,stone_tortoise_d2_7__s3,초반 봉인 운용,mechanic_core,hybrid,brightness,,check,5,2,1,3,opening_lock,"[4, 5]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 초반 봉인 메커닉 반영
rumble_bear,1,rumble_bear__s1,빛 절삭,capture_core,stimulate,brightness,smell|sound|temperature,raise,1,5,3,1,,,current_capture,main axis focus strengthens as the form devolves,0,-1,1,0,-1,거친 다축형 / 현재 포획 핵심축 대응
rumble_bear,2,rumble_bear__s2,향 유도,route_bridge,hybrid,smell,temperature|humidity,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-1,1,0,거친 다축형 / 다음 루트 연결축 준비
rumble_bear,3,rumble_bear__s3,위압 임계 운용,mechanic_core,hybrid,brightness,smell,check,3,3,2,1,panic_threshold,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,1,0,0,거친 다축형 / 위압 임계 메커닉 반영
rumble_bear_d1_0,1,rumble_bear_d1_0__s1,빛 절삭,capture_core,stimulate,brightness,smell|sound,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-3,2,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
rumble_bear_d1_0,2,rumble_bear_d1_0__s2,향 유도,route_bridge,hybrid,smell,temperature,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,0,-2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
rumble_bear_d1_0,3,rumble_bear_d1_0__s3,위압 임계 운용,mechanic_core,hybrid,brightness,smell,check,2,3,2,2,panic_threshold,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-2,1,0,0,불필요한 축 일부 제거 / 위압 임계 메커닉 반영
